sentence,property,topic,vehicle,event,option0,option1,option2,option3,ans_idx
They 're not quite as _ as an onion but have a nice bite to them .,strong,They,onion,'re,strong,old,weak,sweet,0
"They were rough , I remember , incredibly tough , as _ as a carpenter 's vice .",strong,They,vice,were,old,strong,tight,weak,1
They may start out as _ as a grain of salt and grow to be as large as a grapefruit .,small,They,grapefruit,start,slow,big,small,large,2
"In the Bible there is be as _ as snow "" ( Isaiah 1:18 ) .",white,Bible,snow,be,fresh,beautiful,slippery,white,3
Rats ( at least in the RVN ) are bigger and just as _ as squirrels .,smart,Rats,squirrels,are,smart,bright,poisonous,stupid,0
"At a time when spare tax dollars are as _ as cougars in Ontario , the commissioner is concerned that it 's a sign the government does n't intend to do much on the ground .",rare,dollars,cougars,are,rare,few,worthless,beautiful,0
"Her cousin had shrunk into a corner of the settle , as _ as a mouse , congratulating himself , I dare say , that the correction had alighted on another than him .",quiet,cousin,mouse,shrunk,slow,stupid,quiet,loud,2
"These can be as _ as dancing , as useful and low impact as bicycling , or as heart - thumping as boxing .",enjoyable,These,boxing,be,fun,dangerous,painful,enjoyable,3
"It may not be as _ as JonBound , but he promises to get revenge someday ... The next patch is actually a unique one .",complete,It,JonBound,be,slow,incomplete,complete,square,2
"Moving an appliance as _ as a fridge , washing machine or tumble dryer on a frequent basis to give them a good vacuum just is n't practical .",heavy,appliance,fridge,Moving,heavy,ancient,fast,light,0
"Historically , colonialism , and now capitalism , have contributed to the demonization and trivialization of these practices which are as savage , paganistic , hippy dippy and about as _ as a placebo - the way this is presented is like these are novel ideas that were introduced to the world thanks to good ol Edgar .",useful,colonialism,placebo,are,useless,useful,important,other,1
Makes tools that are about as _ as wood .,effective,tools,wood,are,useful,effective,ineffective,edible,1
"He can sow an idea , which is as _ as gunshots or close - hand combat , which he s masterful in .",powerful,idea,gunshots,is,dangerous,useful,powerful,loud,2
"The Bucket Hat Functionally , it 's as _ as a hat that you can stash away into your back pocket for rain or shine .",simple,it,hat,'s,complex,simple,old,subtle,1
They 're not as _ as grass for high - traffic areas .,durable,They,grass,'re,dry,vulnerable,durable,weak,2
"Clayton Speers , 30 , had a 10 - cm buck knife plunged into his neck - out of the blue , as _ as rain from a cloudless sky - while he was simply questioning the 48 - year - old Melton about the erratic behaviour that was troubling Sunday shoppers and diners along Bayfield Ave .",unexpected,knife,rain,plunged,dangerous,expected,unexpected,fatal,2
"When the gluttony was done and all the half - eaten food had been cleared away to be given to the poor who gathered below , at the queen 's insistence tall glass flutes were filled with a spiced liqueur from Qarth which is as _ as amber .",dark,liqueur,amber,is,dark,orange,light,green,0
"You have a gorgeous day this month in June 26 , and it is as _ as diamonds if you have a meeting or presentation on this day or take any other chance on hitting it big , you can make it !",rare,it,diamonds,is,rare,expensive,precious,valuable,0
""" 13 Hence , a man knows something ( statement G ) which the computer can not know and the conclusion is that a computer can not be as _ as a man , even in principle .",intelligent,computer,man,be,expensive,old,intelligent,stupid,2
"Proprietary vendors try to identify customer needs using marketing departments , but there 's little evidence that marketing departments are as _ as customers themselves at identifying customer needs .",effective,departments,customers,are,friendly,ineffective,important,effective,3
"As soon as I figured out that one of my life goals is to support people and make them feel good , I automatically felt as _ as a lion !",brave,I,lion,felt,wild,thirsty,afraid,brave,3
""" His eyes were as _ as saucers now .",wide,eyes,saucers,were,wide,open,narrow,green,0
"The idea of gathering around food is a tradition as _ as time , and Ayurveda recognizes that this is not only a physical process , but also an emotional and spiritual one .",old,idea,time,is,young,old,long,new,1
""" And in the age of social media dominance , shares are just as _ as clicks .",important,shares,clicks,are,away,insignificant,important,enough,2
Some people add sour cream and butter to make it as _ as a cloud and that 's what it literally tastes like .,fluffy,it,cloud,make,beautiful,fluffy,transparent,white,1
"Motif A motif could be something as _ as a design on a Tee shirt , or it can be a theme in writing or music .",simple,motif,design,be,simple,complex,common,subtle,0
"The perfect pair of old beaten - up jeans look pretty badass and what 's more , they 're about as _ as a pair of sweats .",comfortable,they,pair,'re,comfortable,new,different,uncomfortable,0
"This is you , who have been as _ as an eel this last month , and as thorny as a briar - rose ?",slippery,who,rose,been,romantic,sticky,slippery,quick,2
"The red men , who are as silent and as _ as serpents , follow him everywhere and mark his every step .",muscular,men,serpents,are,dense,muscular,poisonous,male,1
"Also , upon word Homolka had moved to an island his comment to a reporter was , "" What can we do about it , she is as _ as a bird .",free,she,bird,is,bound,cunning,free,fly,2
A simple card or a heartfelt note is as _ as a sweater or new pair of socks .,important,card,sweater,is,fun,important,small,insignificant,1
"' And sliding from the bed before I could hinder her , she crossed the room , walking very uncertainly , threw it back , and bent out , careless of the frosty air that cut about her shoulders as _ as a knife .",keen,that,knife,cut,keen,dangerous,free,dull,0
"Some types are as _ as a thumb , and yet can flying hundreds of miles over land and sea to migrate each year .",small,types,thumb,are,large,long,big,small,3
Any child would love to swing as _ as a bird on this lovely indoor / outdoor swing .,free,child,bird,swing,free,first,fun,fly,0
""" And since for the next four days you 're going to be about as _ as a turnip , there 's not much you can do about it , "" he tells Swamp Thing .",dangerous,you,turnip,be,dangerous,safe,green,red,0
"Everybody is aware of the fact that the module Spektr is as _ as a doornail , but the power shortage also paralysed another 2 huge modules , i.e. Kristall and Priroda .",dead,Spektr,doornail,is,live,sharp,alive,dead,3
They may be as _ as URLs in a few years .,common,They,URLs,be,personal,uncommon,rare,common,3
""" as he spoke he smiled , and the lamplight fell on a hardlooking mouth , with very red lips and sharp - looking teeth , which is as _ as ivory .",white,teeth,ivory,is,smooth,yellow,pink,white,3
It was as _ as a sea - gull 's egg .,large,It,egg,was,large,black,small,green,0
Our darling girl is as _ as sugar and has a face that you can not resist .,sweet,girl,sugar,is,sweet,bitter,delicious,hot,0
""" It was as _ as a block of marble .",cold,It,block,was,concrete,hot,cold,small,2
"Silphium uses notes of frankincense , myrrh , leather and tobacco to echo silphium , a herb considered as _ as gold in ancient times .",valuable,herb,gold,considered,useful,worthless,valuable,important,2
"We are portrayed as _ as steel , to a not small degree because the eyes of humans can not see our color and see us only as gray , steel gray .",cold,eyes,gray,portrayed,blue,brown,cold,hot,2
she was not at all shy but she was as _ as a flower ;,sensitive,she,flower,was,cunning,colorful,resistant,sensitive,3
""" The goal may be the same for most people who work with a debt consolidation agency , but someone 's financial situation and needs can be as _ as a fingerprint in my opinion .",unique,situation,fingerprint,be,unique,similar,common,reflective,0
The Struckout jacket does n't restrict movement on the bike and it 's as _ as a feather but if the rain was really hammering down it would n't be too long before you were starting to get wet on the inside .,light,it,feather,'s,good,hard,light,reflective,2
"They are not as _ as curses , but are still considered minor dark magic and are therefore not taught at Hogwarts .",harmful,They,curses,are,harmless,harmful,offensive,beneficial,1
They were as _ as night and day .,different,They,night,were,normal,alike,different,like,2
"The formula will be richer than a gel , but not as _ as a cream .",rich,formula,cream,be,complex,rich,white,sweet,1
"Although I said earlier , with Venus in that house of office and work atmosphere , your relationship with co-workers will likely be as _ as silk , in all the days near February 26 , you do have to be careful about what you say , or how you say it , lest someone overreacts by having a meltdown .",smooth,atmosphere,silk,be,smooth,white,organic,soft,0
"By the time I started paddling through Lilypad , the overcast had completely burnt off and the wind had died , leaving the water as _ as glass .",smooth,I,glass,leaving,smooth,uneven,clean,rough,0
"The phenomenal geothermal wonder of those pictures stayed with me , especially a geothermal pool called Bloody Pond Hell , a pool which was as _ as blood .",red,pool,blood,was,pink,black,liquid,red,3
They generally are more outgoing and not as _ as balls .,shy,They,balls,are,confident,shy,bold,visible,1
""" Morrison believes that action is as _ as beliefs so he is standing in the upcoming TCDSB trustee by - election in North East Scarborough .",important,action,beliefs,is,important,political,dangerous,insignificant,0
"Like the song says , Beauty and the Beast is a tale as _ as time ' .",old,song,time,is,new,old,long,young,1
"he opened the gate himself and sauntered slowly up , probably enjoying the lovely afternoon that breathed as _ as summer .",soft,that,summer,breathed,slow,heavy,soft,loud,2
This active ingredient means it is just as _ as a pain reliever as some over-the-counter painkillers .,effective,it,painkillers,is,effective,bad,limited,ineffective,0
I got one response back that a letter from home is just as _ as a package .,good,letter,package,is,fun,good,bad,whole,1
I doubt many of us can say our situation is as _ as a slaves in the first century .,dire,situation,slaves,is,unpredictable,poor,dire,evil,2
The story of King Arthur and his knights is a tale as _ as time .,old,story,time,is,young,old,new,long,1
"Seven tells him that remorse is as _ as anger , and he says he knows .",unbearable,remorse,anger,is,destructive,unpleasant,unbearable,hot,2
"All you need is a 10 - minute nap and voila , a slurp of rose wine and I feel as _ as a daisy ... "" What I like in being drunk is the moment when you 're alive and enthusiastic .",fresh,I,daisy,feel,fresh,green,ripe,blue,0
"This may be as _ as writing , "" This happens , then this , then that , "" on a sheet of paper , or you might want to write some scenes or topics on index cards and fit them in the correct order before you begin .",simple,This,writing,be,simple,fun,complex,subtle,0
"Mold can be just as _ as bugs , and can be contagious between plants in the same room , and even the same house !",annoying,Mold,bugs,be,annoying,useful,ugly,important,0
The typical life - span of homosexuals suggests that their activities are more destructive than smoking nd as _ as drugs .,dangerous,life,drugs,are,dangerous,safe,complex,bad,0
"The colour of the water , as seen at some distance , was like that of a river which has flowed through a red clay district , but under the shade of the vessel 's side it was quite as _ as chocolate .",dark,it,chocolate,was,dark,brown,warm,light,0
"Hours , incidentally , are as _ as salary and responsibility : it will be your job to hammer out an arrangement that satisfies your needs .",variable,Hours,salary,are,expensive,variable,annual,constant,1
"Before the financial crash in 2008 , UK banks were considered to be as _ as a rock .",stable,banks,rock,be,competitive,unstable,stable,smooth,2
"Not everyone who does it needs / wants to get as _ as a bear , ok ?",big,it,bear,get,small,black,big,good,2
"' Or even if everyone approved , our hope was threatened by war , death or sickness , making it as _ as a sound , swift as a shadow , short as a dream : as brief as lightning in the coal - black night , when it illuminates both heaven and earth in its anger , ' he said .",fleeting,it,lightning,making,fleeting,beautiful,quick,difficult,0
"Airflow is as _ as size , you can install the biggest condenser that will fit , but it can only perform as well as the amount of airflow it receives .",important,Airflow,size,is,dangerous,insignificant,important,small,2
"It 's interesting , however , that when Hollywood uses itself as the framework for a story , it 's never as _ as Spotlight or All The President 's Men .",straightforward,it,Spotlight,'s,free,straightforward,critical,conservative,1
"First of all , with two hit dice at first level and the possibility that gives you of doubling a constitution bonus , the monk is at least as _ as a cleric in hit points , possibly just as _ as a fighter .",strong,monk,fighter,is,young,weak,good,strong,3
Heat tools make our hair more porous than it already is and replenishing that protein is just as _ as moisture .,important,is,moisture,is,insignificant,important,sensitive,extra,1
"More often than not , I get accepted on the basis that I run this blog so my insight is about as _ as a slap in the balls .",relevant,insight,slap,is,interesting,important,irrelevant,relevant,3
"I normally find Dev Patel as _ as a bunch of rocks , but here he gives a rich and soulful turn as a man who just wants his creation to be a good man / robot , and will stop at nothing to engage Chappie 's morality .",bland,I,man,find,thirsty,hungry,bland,happy,2
"he ought to admit that a structure which is even as _ as an eagle 's eye might thus be formed , although in this case he does not know the transitional states .",perfect,he,eye,is,imperfect,perfect,right,faulty,1
"There were four in all and if there 's one thing I have learned about bassists , it 's that they are all as _ as dishwater .",dull,they,dishwater,are,dull,shiny,sharp,intelligent,0
""" My father , "" he said , "" you have made my heart as _ as milk .",white,father,milk,made,black,fresh,fun,white,3
"The cyst , which can be as _ as a nut or as large as a grapefruit , can be removed by surgery , allowing the baby to develop normally .",small,cyst,grapefruit,be,big,small,large,white,1
And there are other people who try to fix up something far more important with things just as _ as a can of mud .,worthless,people,can,fix,worthless,unique,valuable,selfish,0
"They could simply advertise the amount of SumoMe users it would be substantial , but it 's no where near as _ as a number in the billions .",exciting,They,number,'s,old,random,exciting,single,2
The shop should look and smell as _ as a hospital .,clean,shop,hospital,look,clean,dirty,expensive,quick,0
"I like to give up the car and occasionally take the means of transport as _ as mankind , a cart full of newly mown hay and pulled by a horse .",old,transport,mankind,means,expensive,important,old,new,2
"With our characters dead , Gary and Rob signed our "" death certificates "" on the backs of our character sheets and we all left as _ as clams !",happy,we,clams,left,blue,happy,sad,unhappy,1
"But the clubs that they are vending , Are as _ as a horn ;",hollow,clubs,horn,Are,solid,glossy,defunct,hollow,3
"Just as obviously , collusion and price - fixing are not nearly as _ as racism or rape , but all of them are equally indefensible .",evil,collusion,racism,are,exclusive,expensive,evil,competitive,2
"A one - sided argument is just as _ as a story with holes in itin fact , they 're one and the same .",bad,argument,story,is,long,bad,good,funny,1
Capitalism is as _ as civilization .,old,Capitalism,civilization,is,old,late,new,young,0
"View full Institute of Art student Gloria Pridemore takes on Rodin at the Cleveland Museum of Art in a drawing exercise as _ as museums : learning from the Litt , The Plain Dealer In December , the Cleveland museum completed an eight - year , million expansion and renovation funded by what it calls the largest private capital campaign for a cultural project in Ohio history .",old,exercise,museums,drawing,new,fun,old,historic,2
"sorry I made you stutter On May 31 , 2017 at 8:52 am , Matthewsays : Since you 're about as _ as a brick , I 'll explain it to you .",dense,you,brick,'re,yellow,dense,red,solid,1
The descriptions of landscapes are as _ as loam ;,rich,descriptions,loam,are,hard,green,soft,rich,3
"As they sat thus something brushed against Peter as _ as a kiss , and stayed there , as if saying timidly , "" Can I be of any use ?",light,something,kiss,brushed,light,green,red,soft,0
"No , it was n't as _ as Apple 's juggernaut 1.6 million iPhone 3G sold in just 3 months in the US of A but that has dramatically changed over the years -- Android now runs on over a billion devices .",big,it,juggernaut,was,small,fast,little,big,3
"All of which combined to create this tart : And while it may not be as _ as a trip to Cambodia with my family , it 's definitely the kind of dessert that takes you out of your surroundings and takes you away to another place .",awesome,it,trip,be,awesome,hard,dangerous,fun,0
"she could only flounder gracelessly up to her elbows , her backbone as _ as a noodle .",limp,she,noodle,flounder,yellow,ugly,limp,delicious,2
Most people assume German cars are as _ as the sun rising and French cars - as flaky as a croissant .,reliable,people,croissant,are,unreliable,cruel,reliable,competitive,2
"We all kept as _ as mice a full half - hour , and should have done so longer , only Joseph , having finished his chapter , got up and said that he must rouse the master for prayers and bed .",mute,We,mice,kept,safe,other,mute,secret,2
Judgment after death is as _ as life ;,sure,Judgment,life,is,sure,unsure,final,real,0
"If a person accepts any sort of payment for calling a benefit auction ( "" payment "" could be as _ as a meal ) , an individual is required to have an auctioneers license .",simple,auction,meal,be,subtle,complex,simple,expensive,2
"As the late , great Muhammad Ali taught us , boxers can be as _ as dancers , moving in a choreography of aggression and pain .",graceful,boxers,dancers,be,clumsy,graceful,awkward,sexy,1
"If I could have that , along with a little AJAX support , I 'd be as _ as a lark .",happy,I,lark,be,happy,sad,interested,unhappy,0
"I 've reached it long ago , And now am nearing Eighty With hair as _ as snow .",white,I,snow,reached,beautiful,sharp,white,fresh,2
"Maybe the http protocol is not as _ as samba or the control of the player is different ( wrong display ratio , stuttering ) .",effective,protocol,samba,is,slow,fast,ineffective,effective,3
A considerable feast is set out on a platter as _ as a shield .,big,feast,shield,set,big,little,good,small,0
since his last words he had remained as _ as a tomb .,silent,he,tomb,remained,cold,empty,silent,alone,2
You are about as _ as a lump of granite,elastic,You,granite,are,cold,slippery,elastic,hard,2
Let 's say Rivera 's as _ as a whistle but who checks out Vargas,clean,Rivera,whistle,'s,dirty,sharp,clean,evil,2
Bonds can be as _ as torture if applied with enough viciousness,cruel,Bonds,torture,be,cruel,physical,miserable,painful,0
The Bishop of Greathaven was as _ as a ship heaving landward,noble,Bishop,ship,was,other,evil,noisy,noble,3
The smell of evil embrocation drifted up even as _ as the clouds of Heaven,high,smell,clouds,drifted,back,high,low,dark,1
For three years now I 've carried this pack with me from place to place a penance a mortification a burden that weighed as _ as sin thinking never again to open it never again to be asked to take out my chisel or swing my mallet,heavy,burden,sin,weighed,awful,heavy,bad,guilty,1
Yes said Gabriel though he felt as _ as the thistle she had just stood on,crushed,Gabriel,thistle,felt,awful,dangerous,dead,crushed,3
She curled up in the leather sofa that looked as _ as a bed and waved Zen into a matching armchair opposite,comfortable,sofa,bed,looked,uncomfortable,comfortable,soft,small,1
The continual passage from one to the other was initially as _ as a succession of hot and cold showers and ultimately as enervating,refreshing,passage,showers,was,safe,refreshing,hot,slippery,1
But like medicine it did him good and the food tasted better than it looked and after a while the silence grew less tense and they began to chat about the contrast between bloody - minded earnest Perugia just visible on its wind - swept ridge as a distant smudge of grey and Assisi symbol of everything nice and pretty and kind whose pink stone made even its fortifications look as _ as an illustration in a book of fairy tales,innocent,fortifications,illustration,look,innocent,guilty,quick,medieval,0
Great creatures roamed the forest some like bears others like cattle reaching up on hind legs that were as _ as oaks to chew leaves and berries from the tops of the trees,thick,legs,oaks,were,slim,strong,thin,thick,3
The tentacles went momentarily as _ as rods hurling their various cargoes around the room before bunching up protectively in front of the abused Eye,stiff,tentacles,rods,went,stiff,hard,sharp,slow,0
In one boot was thrust a riding crop unusual in that it was as _ as a spear and tipped with tiny steel barbs,long,it,spear,was,long,good,thin,low,0
as if life itself were not as _ as the house one was coming back to,empty,life,house,were,full,unfair,expensive,empty,3
It ran as _ as clockwork hard disk floppy drive monitor and printer port,smooth,It,clockwork,ran,sure,fun,smooth,rough,2
She was as _ as a cat stalking a bird,tense,She,cat,was,tense,thirsty,relaxed,lazy,0
He gathered her to him his voice low crooning as _ as honey on a wound,soothing,voice,honey,crooning,pleasant,delicious,soothing,familiar,2
Then she was crying aloud as she felt her body quickening to climax and the tears wet on her own cheeks as she soared to a summit she had never hoped to experience as beautiful and spectacular and as _ as the fireworks of Tivoli and like them over too soon leaving her both satiated yet hungry to renew the experience,free,summit,fireworks,experience,free,tall,FALSE,rocky,0
He had wooed her with hunger tempered with tenderness lifting her to heights of fulfilment she could never have even imagined before she had met him and she 'd been a willing eager vessel wreaking her woman 's power over him submitting joyfully to his possession until in the final moment of consummation she had robbed him of his strength leaving him as _ as Samson shorn of his crowning glory,helpless,him,Samson,leaving,hungry,silent,sad,helpless,3
The Havvie Blaines of this world ought to wear a sign warning decent women off and he 's as _ as the devil which does n't help,handsome,he,devil,'s,gay,evil,handsome,wicked,2
And by that maxim McAllister she 's as _ as sin and high time Master Neil realised it,ugly,she,sin,'s,attractive,ugly,pretty,beautiful,1
Her mind leapt as _ as the moon somehow she knew the seal could answer her heart 's desire but how could she make it happen,high,mind,moon,leapt,low,bright,high,blue,2
With this Glendower rampaging round Wales as _ as a bird and threatening Ruthyn every time Lord Grey turns his back,free,Glendower,bird,rampaging,green,free,fly,bound,1
She smiled a small smile as _ as rue that just curled the corners of her lips,bitter,smile,rue,smiled,bitter,sexy,warm,sweet,0
The Welsh wanted none but valuable prisoners and had no interest in killing the others since they would surely leave this place more nimbly and rapidly than the English survivors and be as _ as the stars by the time another force looked for them,inaccessible,they,stars,be,several,other,accessible,inaccessible,3
Her mouth was as _ as a bone but she resisted ignoring the can he proffered and stared resolutely up at him,dry,mouth,bone,was,hard,red,wet,dry,3
His grip was like iron bands around her wrist his face was as _ as thunder his eyes,black,face,thunder,was,red,blue,black,straight,2
In Darcy 's Utopia money will be as _ as coconuts in a country where they fall from the trees it will cease to be a corrupting cause,meaningless,money,coconuts,be,meaningful,meaningless,worthless,significant,1
A formidable West Indian nurse bellows at me as _ as the rooster himself,sure,nurse,rooster,bellows,unsure,sure,uncertain,chief,1
The images were still as _ as the rain that had fallen so dispiritedly on the mourners as they stood at one side of the grave while the rector had intoned the fateful words,clear,images,rain,were,clear,opaque,unclear,heavy,0
Kate 's face went as _ as the towel around her head,white,face,towel,went,white,warm,red,black,0
In the press in the House of Commons in reports to government departments and in popular folklore there emerged the evacuee stereotype a dirty lice - ridden and foul - mouthed urchin who wet the bed with monotonous regularity preferred fish and chips to a proper three - course meal and was about as _ as a wildcat similarly the evacuee mother appeared as a negligent slut impossible to live with and having the vocabulary of a Billingsgate fish porter,tame,urchin,wildcat,was,tame,female,wild,cunning,0
I am reliably assured that King 's College Chapel in Cambridge which has stood as _ as a rock for the past 450 years could never be built today because the design would never be accepted under the safety limits of the building regulations,steady,Chapel,rock,stood,old,smooth,hard,steady,3
Whoever painted them saw life as _ as toothpaste or pretended to,clean,life,toothpaste,saw,foul,clean,dirty,delicate,1
The house was as _ as the garden outside,silent,house,garden,was,white,public,expensive,silent,3
It is as _ as the entrance to a tomb,twisted,It,entrance,is,back,twisted,main,build,1
You think I am as _ as stone he said,cold,I,stone,am,red,smooth,hot,cold,3
Its principal hall which still stands is as long and as _ as a ship with delicately carved kiosks and balconies projecting out over the lake,narrow,hall,ship,is,wide,small,broad,narrow,3
The excitable Delhi poet Mutahhar of Kara went even further The moment I entered this blessed building he writes I saw a soul - animating courtyard as _ as the plain of the world,wide,courtyard,plain,saw,wide,narrow,big,open,0
I 've brought out a pack of cards but when you know you 've got them only to while away the hours they are as _ as a stack of washing up,exciting,they,stack,are,double,old,exciting,neat,2
If I was lying on that floor I 'd be as _ as a cat outside a birdcage,hungry,I,cat,be,sick,lazy,thirsty,hungry,3
And I listen at the wall for sounds from Jancey but it 's as _ as a pillow and she 's obviously gone to bed,quiet,it,pillow,'s,loud,noisy,vocal,quiet,3
When the corpse floated past it was as _ as a branch drifting in the water and once we had passed it it stayed bobbing in the water as if tied to our stern,ordinary,it,branch,was,local,ordinary,first,remarkable,1
The trouble was that it seemed as _ as a lion apologising to a gazelle,likely,it,lion,seemed,fun,unlikely,probable,likely,3
When she asked him if they had really been as _ as angels he had told her abruptly to look at the portraits just as now sensing that she had been hounded out of the house he had given her something to do a task to occupy her hands and head,beautiful,they,angels,been,beautiful,average,ugly,hideous,0
And then he gave orders to Punch for tea to be prepared and they had a terrible time finding any china that was n't cracked or broken and then she went on working in the pantry as _ as a mouse and she could hear you both talking as clear as clear,quiet,she,mouse,working,quiet,slow,noisy,pretty,0
She keeps their home as _ as a refrigerator and about as warm,clean,home,refrigerator,keeps,dirty,clean,safe,nice,1
Whether this was because of the weather which was warm or because they were all as _ as cats or perhaps because they were actors manqué Julia had not yet decided,curious,they,cats,were,needy,gentle,curious,cunning,2
Watch that brickwork dry off in the sun it 'll be as _ as the arch here in ten minutes,pale,it,arch,be,strong,triumphant,dark,pale,3
He was as free and as _ as a bird as he made sure to tell her and they clearly got along well,single,He,bird,was,divorced,double,single,fly,2
She would n't be here now dressed to the nines for an evening that would be about as _ as an attack of flu if she had n't again responded in anger to her emotions,thrilling,evening,attack,be,thrilling,cool,romantic,fun,0
She was as _ as a die and a pillar of the community,straight,She,die,was,crooked,straight,hot,bent,1
He was as _ as the stone she sat on she thought forlornly,cold,He,stone,was,smooth,cold,hot,hard,1
Meredith he said quietly his voice which was as _ as silk your father ordered that his possessions should be burnt,soft,voice,silk,was,soft,low,deep,fine,0
They looked as _ as maids in May,fresh,They,maids,looked,stale,fresh,ripe,rotten,1
Rachel looked as _ as a picture her lovely body warmly covered by a grey riding cloak lined with miniver fur,pretty,Rachel,picture,looked,fair,good,pretty,dirty,2
Just hanging there from one of the beams swaying as _ as a leaf in the wind,free,beams,leaf,swaying,cool,free,new,back,1
Around it some villagers were drinking their departed companion 's health and by the looks of them were almost as _ as the corpse they were mourning,absurd,villagers,corpse,were,pagan,religious,absurd,ugly,2
Richard Phillips is the Mary Shelley who created the monster and I have no doubts in saying that he is as _ as a snake and supremely gifted in his chosen field,mad,he,snake,is,drunk,mad,gay,happy,1
That was about as _ as a stick of shit in the tub - water,welcome,That,shit,was,disgust,bananas,dirty,welcome,3
It darted out in front of her as _ as quicksilver as Lisa was driving her rusty old Mini towards the exit of the sunlit hotel car park,sudden,It,quicksilver,darted,fun,sudden,bananas,disgust,1
In spite of the fact that he was as _ as a bird it was possible that he regretted what had happened,free,he,bird,was,free,bound,like,dead,0
The pleasure he felt and the calmness and the determination burned as _ as the trees in the forest,dear,determination,trees,burned,green,few,dear,dangerous,2
In the fuselage holes which are as _ as fanlights showed bright sky on the other side,big,holes,fanlights,are,big,little,hard,bright,0
My hand was as _ as a football and throbbed with a pain that extended to the shoulder blade,large,hand,football,was,long,small,rough,large,3
Benjamin turned as _ as a top his eyes sharp and questioning,quick,Benjamin,top,turned,dangerous,down,slow,quick,3
Her skin was as _ as milk her eyes were green flecked with amber and rather slanted,white,skin,milk,was,black,soft,hard,white,3
And added my own selfish after - thought that the whores in Paris were the most skilled in the world whilst cups of claret were as _ as water there,cheap,claret,water,were,hot,expensive,cheap,cold,2
He came back an hour later looking as _ as a cat who 'd stolen the cream,smug,He,cat,looking,useful,happy,smug,lazy,2
According to Theory Y however the expenditure of physical and mental effort in work is as _ as play or rest,natural,effort,play,is,free,artificial,natural,unnatural,2
But the rejoicing and the laughter which followed the tears were of equal importance because they powered the erotic joy that was as _ as the water falling from the sky,important,joy,water,was,important,insignificant,dangerous,good,0
Standing beside the water tank on top of the caravan 's portable step Pa looks as _ as a Zulu in his red stole brown for me with the black umbrella held over his head at full stretch by Ma who is standing behind in the mud and wet with a white towel draped over her arm and her hair flat and all dark with water,tall,Pa,Zulu,looks,old,short,large,tall,3
The slide - car was as _ as history yet it had one advantage the farmer could carry loads on gradients where it would be dangerous to take a wheeled cart,old,car,history,was,long,young,new,old,3
She is as _ as a chemist with her reproaches,careful,She,chemist,is,smart,beautiful,careful,careless,2
It 's as _ as hell said Lydia,hot,It,hell,'s,beautiful,cold,hot,freezing,2
I have been dead for a long time and by day I circle the huge air above the hills and by night I sleep as _ as the rock and the little worms mean consolation as they eat me,quiet,I,rock,sleep,quiet,cold,loud,noisy,0
I would remember against my will the fragrance of coffee and hot bread the energy that had possessed me so short a time ago when I had felt _ as an eel as powerful as a salmon as sure and quiet and graceful as an owl,slender,I,eel,felt,slender,late,soft,elastic,0
I felt that my life fitted me as _ as a garment designed for somebody else,ill,life,garment,fitted,finite,upper,ill,outer,2
reveals the fruit in ripeness when the floss inside is ready to be plucked as _ as the lock of hair I keep with me always from your dear golden head,soft,floss,lock,plucked,sharp,smooth,soft,hard,2
He had it then as _ as a map of a well - charted route unfolded on the captain 's table what lay in store for him and for the settlement though the islanders had not burned wet leaves and swelled white smoke into a pillar of cloud to issue a warning the signal might as well have been as clear,clear,it,map,had,clear,unclear,accurate,flat,0
The African is as _ as a ploughox each man can do the work in this clime of two or three of men like us,strong,African,ploughox,is,heavy,strong,weak,slow,1
Lately he 's been as _ as a bitch on heat,delicate,he,bitch,been,stupid,dead,happy,delicate,3
Jealousy he thought was as _ as fear the same dryness of the mouth the thudding heart the restlessness which destroyed appetite and peace,physical,Jealousy,fear,was,irrational,physical,constant,mental,1
I was given the opportunity to have a rehearsal with him but I declined because I am not like the professionals who can rehearse in detail and then put it over as _ as a daisy when the time comes,fresh,rehearsal,daisy,put,fresh,blue,stale,yellow,0
She rode along swaggering like a man till she came to where the lane turned into the field and there she called out as _ as brass now please the powers I may find a tiger in the field,bold,she,brass,called,bold,beautiful,hot,cunning,0
This trowel is every bit as _ as a knife or bayonet and will easily prize up any large stones I have done this often even in rock - hard clay,strong,trowel,knife,is,sharp,strong,weak,fragile,1
My face was as _ as a tomato as I was shown to my seat,red,face,tomato,was,green,round,red,yellow,2
The sheets seemed as _ as blankets and Flit was the only thing that prevented the mosquitoes descending on us like vultures,heavy,sheets,blankets,seemed,light,heavy,warm,cozy,1
We had no means of communication with the people in the mountains which to us were as _ as Tibet and the doctor had not ventured there again in fact he was now in great danger,remote,mountains,Tibet,were,feudal,beautiful,majestic,remote,3
In spite of all this food I remained as _ as a rake and was as hungry as ever,thin,I,rake,remained,sharp,fat,thin,thick,2
Still not worried still sliding smoothly through the crowds feeling as _ as a shadow I passed from night - spot to night - spot,elusive,I,shadow,feeling,chilling,elusive,reflective,fuzzy,1
By the middle of the century chamber cantatas were being written all over Italy the composers were as _ as the madrigalists of the previous century,numerous,composers,madrigalists,were,old,classical,talented,numerous,3
The treatment of the sky and of the areas between the various landscape objects the boats lighthouses and breakwaters in terms of the same facets or pictorial units into which the objects themselves are dissolved has the effect of making space seem as _ as material one might almost say as pictorial as the solid objects themselves,real,space,objects,seem,solid,big,real,imaginary,2
